academic_term,academic_year,faculty,faculty_abbrev,subject,subject_abbrev,title
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FILM,Flim and Video,Directed Reading
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FILM,Flim and Video,Methods and Research in Cinema and Media Studies
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FILM,Flim and Video,Future Cinema II: Applied Theory
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FILM,Flim and Video,Race and Gender in Digital Technology
Fall/Winter,2024-2025,SB,Schulich School of Business,FINE,Finance,Introduction To Finance
Fall/Winter,2024-2025,SB,Schulich School of Business,FINE,Finance,Investments
Fall/Winter,2024-2025,SB,Schulich School of Business,FINE,Finance,Behavioural Finance
Fall/Winter,2024-2025,SB,Schulich School of Business,FINE,Finance,Personal Finance
Fall/Winter,2024-2025,SB,Schulich School of Business,FINE,Finance,Advanced Corporate Finance
Fall/Winter,2024-2025,SB,Schulich School of Business,FINE,Finance,Management Of Canadian Financial Institutions
Fall/Winter,2024-2025,SB,Schulich School of Business,FINE,Finance,Guided Study - Selected Problems in Finance
Fall/Winter,2024-2025,SB,Schulich School of Business,FINE,Finance,Managerial Finance
Fall/Winter,2024-2025,SB,Schulich School of Business,FINE,Finance,Finance in the Digital Age
Fall/Winter,2024-2025,SB,Schulich School of Business,FINE,Finance,Financial Management
Fall/Winter,2024-2025,SB,Schulich School of Business,FINE,Finance,Fintech: Digital Transformation of Financial Services
Fall/Winter,2024-2025,SB,Schulich School of Business,FINE,Finance,Managing Risk in a Changing Global Environment
Fall/Winter,2024-2025,SB,Schulich School of Business,FINE,Finance,Corporate Financial Analysis
Fall/Winter,2024-2025,SB,Schulich School of Business,FINE,Finance,Credit Markets: Corporate and Project Finance
Fall/Winter,2024-2025,SB,Schulich School of Business,FINE,Finance,Fixed Income Securities
Fall/Winter,2024-2025,SB,Schulich School of Business,FINE,Finance,Individual Study: Selected Problems in Finance
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,FINT,Financial Technologies,Introduction to Computer Programming for Financial Technologies
Fall/Winter,2024-2025,SB,Schulich School of Business,FNEN,Financial Engineering,Fixed Income Securities
Fall/Winter,2024-2025,ED,Faculty of Education,FNMI,Teaching First Nations, MÃctis & Inuit Studies in the Intermediate Division,Teaching First Nations, Métis & Inuit Studies in the Intermediate Senior Division - Part A
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,FR,French Studies,Basic French
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,FR,French Studies,Key Aspects of French Culture
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,FR,French Studies,Written Communication in French
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,FR,French Studies,Introduction to the Linguistic Study of French
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,FR,French Studies,Advanced Written Communication in French
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,FR,French Studies,French Literature, Culture, and Society: Growth of New Ideas
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,FR,French Studies,Information and Communication Technologies for Language Learning: the case  of French
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,FR,French Studies,20th Century French Literature: After Modernism
Fall/Winter,2024-2025,GL,College universitaire Glendon,FRAN,French Studies / Etudes Francaises,Français de préspécialisation (courant post-immersif) II
Fall/Winter,2024-2025,GL,College universitaire Glendon,FRAN,French Studies / Etudes Francaises,Français de préspécialisation (L2) I
Fall/Winter,2024-2025,GL,College universitaire Glendon,FRAN,French Studies / Etudes Francaises,Voyage dans la métalangue
Fall/Winter,2024-2025,GL,College universitaire Glendon,FRAN,French Studies / Etudes Francaises,Introduction à la linguistique générale et française
Fall/Winter,2024-2025,GL,College universitaire Glendon,FRAN,French Studies / Etudes Francaises,Français de spécialisation (L2) I
Fall/Winter,2024-2025,GL,College universitaire Glendon,FRAN,French Studies / Etudes Francaises,Initiation à l'étude du mythe littéraire
Fall/Winter,2024-2025,GL,College universitaire Glendon,FRAN,French Studies / Etudes Francaises,Roman du XIXe siècle
Fall/Winter,2024-2025,GL,College universitaire Glendon,FRAN,French Studies / Etudes Francaises,Introduction à la linguistique appliquée
Fall/Winter,2024-2025,GL,College universitaire Glendon,FRAN,French Studies / Etudes Francaises,Contact des langues et interférences
Fall/Winter,2024-2025,GL,College universitaire Glendon,FRAN,French Studies / Etudes Francaises,Introduction aux troubles du langage dans la perspective  de la linguistique clinique
Fall/Winter,2024-2025,GL,College universitaire Glendon,FRAN,French Studies / Etudes Francaises,Français de spécialisation (L2) II
Fall/Winter,2024-2025,GL,College universitaire Glendon,FRAN,French Studies / Etudes Francaises,Enquêtes sur les systèmes éducatifs francophones
Fall/Winter,2024-2025,GL,College universitaire Glendon,FRAN,French Studies / Etudes Francaises,Pour une lecture décolonisée des premiers contacts entre Européens et Autochtones d'Amérique
Fall/Winter,2024-2025,GL,College universitaire Glendon,FRAN,French Studies / Etudes Francaises,L'apprentissage du français L2 : affectivité et cognition
Fall/Winter,2024-2025,GL,College universitaire Glendon,FRAN,French Studies / Etudes Francaises,Renaissance française : humanistes et voyageurs
Fall/Winter,2024-2025,GL,College universitaire Glendon,FRAN,French Studies / Etudes Francaises,Stylistique française II : récit et fiction littéraires
Fall/Winter,2024-2025,GL,College universitaire Glendon,FRAN,French Studies / Etudes Francaises,Professional Work Placement / Placement en milieu de travail
Fall/Winter,2024-2025,ED,Faculty of Education,FREN,French,Teaching French as a Second Language in the Intermediate-Senior Divisions - A
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FREN,French,Troubles du langage: aspects théoriques et méthodologiques
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FREN,French,Les communications médiatisées
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FREN,French,Méthodes de recherche en études littéraires et linguistiques
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,FREN,French,Cours de lecture dirigée / Cours individuel (Directed reading)
Fall/Winter,2024-2025,GL,College universitaire Glendon,FSL,French as Second Language,Français élémentaire 1 : Portraits
Fall/Winter,2024-2025,GL,College universitaire Glendon,FSL,French as Second Language,Français intermédiaire 1 : L'actualité
Fall/Winter,2024-2025,GL,College universitaire Glendon,FSL,French as Second Language,Français avancé 1 : la vulgarisation scientifique
Fall/Winter,2024-2025,GL,College universitaire Glendon,FSL,French as Second Language,Le français par l'expérience
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,GCIN,Global & Community Internship,Liberal Arts & Professional Studies Internship Work Term
Fall/Winter,2024-2025,SB,Schulich School of Business,GDAN,Accounting Analytics,Operationalizing Accounting Analytics
Fall/Winter,2024-2025,SB,Schulich School of Business,GDAN,Accounting Analytics,Introduction to Accounting Analytics Tools & Applications
Fall/Winter,2024-2025,SB,Schulich School of Business,GDAN,Accounting Analytics,Core Skills for Accounting Analytics
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,GDFC,Graduate Diploma in Foundations of Canadian Law,Canadian Legal Research and Analysis
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,GDFC,Graduate Diploma in Foundations of Canadian Law,Introduction to Canadian Public Law
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,GEOG,Geography,Physical Geography: Weather and Climate
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,GEOG,Geography,Physical Geography: The Dynamic Earth
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,GEOG,Geography,The End of the Earth as We Know It: Global Environmental Change
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,GEOG,Geography,Global Urban Geography
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,GEOG,Geography,Introduction to Geomatics
Fall/Winter,2024-2025,SC,Faculty of Science,GEOG,Geography,Hydrosphere I
Fall/Winter,2024-2025,SC,Faculty of Science,GEOG,Geography,Hydrosphere II
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,GEOG,Geography,Introduction to Vegetation and Soils
Fall/Winter,2024-2025,ED,Faculty of Education,GEOG,Geography,Teaching Geography in the Intermediate Division
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,GEOG,Geography,Global Biogeochemical Cycles
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,GEOG,Geography,The Global Economy
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,GEOG,Geography,Fundamentals of Geographic Information Systems (GIS)
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,GEOG,Geography,Urban Social Analysis
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,GEOG,Geography,Remote Sensing for Earth Observation
Fall/Winter,2024-2025,SC,Faculty of Science,GEOG,Geography,Biogeography
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,GEOG,Geography,Black Geographies
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,GEOG,Geography,Disaster! The Earth's Extreme Natural Events
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,GEOG,Geography,Physical Geography of the City
Fall/Winter,2024-2025,ED,Faculty of Education,GEOG,Geography,Teaching Geography in the Intermediate-Senior Divisions - A
Fall/Winter,2024-2025,SC,Faculty of Science,GEOG,Geography,Honours Thesis
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,GEOG,Geography,Field Placement Course
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,GEOG,Geography,Planning Suburbs
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,GEOG,Geography,Water Quality and Stream Ecosystems
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,GEOG,Geography,Directed Reading
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,GEOG,Geography,Spatial analysis and problem solving with  Geographic Information Systems (GIS)
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,GEOG,Geography,Rivers: Environment and Process
Fall/Winter,2024-2025,EU,Faculty of Environment and Urban Change,GEOG,Geography,The Critical Geographies of Education
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,GEOG,Geography,Seminar in Geographical Practice
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,GEOG,Geography,Research Design and Formulation in Human Geography
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,GEOG,Geography,Masters Seminar in Critical Human Geography
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,GEOG,Geography,Urban Geographies: Space, Power & the City
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,GEOG,Geography,Research Seminar in Physical Geography
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,GEOG,Geography,Practical Methods in Physical Geography
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,GEOG,Geography,M.A./M.Sc. Directed Reading Course
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,GEOG,Geography,Practical Methods in Physical Geography
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,GER,German,The Fairy Tale: From Grimm To Disney
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,GER,German,Advanced Level German, Level IA
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,GER,German,Berlin: History, Memory and the Contemporary City
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,GER,German,Berlin: History, Memory and the Contemporary City
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,GFWS,Gender, Feminist and Womens Studies,Feminist Theory
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,GFWS,Gender, Feminist and Womens Studies,Feminist Methodologies and Research Methods
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,GFWS,Gender, Feminist and Womens Studies,Critical Sexuality
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,GFWS,Gender, Feminist and Womens Studies,Maternal Theory
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,GFWS,Gender, Feminist and Womens Studies,Fem.Issues In Anth. Hist.& Current Deb
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,GFWS,Gender, Feminist and Womens Studies,Reading Course
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,GFWS,Gender, Feminist and Womens Studies,Health and Illness
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,GFWS,Gender, Feminist and Womens Studies,Black Feminisms
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,GFWS,Gender, Feminist and Womens Studies,Transnational feminism and thewomen in theGlobalSouth
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,GFWS,Gender, Feminist and Womens Studies,Feminist Fat Studies
Fall/Winter,2024-2025,HH,Faculty of Health,GH,Global Health,Anatomy & Physiology for Human Health II
Fall/Winter,2024-2025,HH,Faculty of Health,GH,Global Health,Foundations of Global Health II
Fall/Winter,2024-2025,HH,Faculty of Health,GH,Global Health,Methods and Approaches in Global Health Research
Fall/Winter,2024-2025,HH,Faculty of Health,GH,Global Health,Determinants of Health: Local to Global
Fall/Winter,2024-2025,HH,Faculty of Health,GH,Global Health,Communicable Diseases and Care
Fall/Winter,2024-2025,HH,Faculty of Health,GH,Global Health,Introduction to Global Environmental Health
Fall/Winter,2024-2025,HH,Faculty of Health,GH,Global Health,Promoting Global Health
Fall/Winter,2024-2025,HH,Faculty of Health,GH,Global Health,Health Care Planning for Communities
Fall/Winter,2024-2025,HH,Faculty of Health,GH,Global Health,Independent Study
Fall/Winter,2024-2025,HH,Faculty of Health,GH,Global Health,Policy and Program Evaluation in Global Health
Fall/Winter,2024-2025,HH,Faculty of Health,GH,Global Health,Global Health and Humanitarianism
Fall/Winter,2024-2025,HH,Faculty of Health,GH,Global Health,Practicum Professionalization Seminar
Fall/Winter,2024-2025,HH,Faculty of Health,GH,Global Health,Applied Global Health Research Capstone
Fall/Winter,2024-2025,HH,Faculty of Health,GH,Global Health,Selected Topics in Social Determinants of Global Health
Fall/Winter,2024-2025,GS,Faculty of Graduate Studies,GH,Global Health,Critical Problem Solving for 21st Century priority issues in Global Health I
Fall/Winter,2024-2025,AP,Faculty of Liberal Arts and Professional Studies,GK,Greek,Intermediate Classical and Biblical Greek
